STA_NM_ANFR,Lat,Long,COM_CD_INSEE,ADM_LB_NOM,ALT_BASE,ALT_SOMMET,r_2G,r_3G,r_4G
0752290005,48.86666666666667,2.391388888888889,75120,ORANGE,30.5,52.0,oui,oui,oui
0752290010,48.86833333333333,2.2969444444444442,75116,ORANGE,30.8,33.0,oui,oui,oui
0752290011,48.88,2.3383333333333334,75109,ORANGE,36.1,42.0,oui,oui,oui
0752290012,48.891666666666666,2.341666666666667,75118,ORANGE,32.7,36.0,oui,oui,oui
0752290013,48.85472222222222,2.308333333333333,75107,ORANGE,29.0,38.0,oui,oui,oui
0752290015,48.82638888888889,2.371111111111111,75113,ORANGE,30.8,36.0,oui,oui,oui
0752290018,48.88305555555556,2.3516666666666666,75110,ORANGE,31.7,40.0,oui,oui,oui
0752290019,48.85527777777778,2.3316666666666666,75106,ORANGE,47.7,65.0,oui,oui,oui
0752290021,48.864444444444445,2.2830555555555554,75116,ORANGE,32.0,33.0,oui,oui,oui
0752290028,48.86222222222222,2.3697222222222223,75111,ORANGE,35.2,41.0,oui,oui,oui
0752290029,48.84166666666667,2.3016666666666663,75115,ORANGE,37.0,39.7,oui,oui,non
0752290030,48.87166666666667,2.2752777777777777,75116,ORANGE,5.0,5.0,oui,oui,non
0752290031,48.87027777777778,2.3205555555555555,75108,ORANGE,33.1,40.0,oui,oui,oui
0752290038,48.89555555555555,2.321944444444444,75117,ORANGE,24.2,31.0,oui,oui,oui
0752290042,48.85166666666667,2.2666666666666666,75116,ORANGE,30.2,37.0,oui,oui,oui
0752290045,48.885,2.3622222222222224,75118,ORANGE,28.8,30.0,oui,oui,oui
0752290048,48.846944444444446,2.2569444444444446,75116,ORANGE,21.7,26.0,oui,oui,oui
0752290050,48.85777777777778,2.3536111111111113,75104,ORANGE,35.0,36.0,oui,oui,non
0752290052,48.82611111111112,2.345555555555556,75113,ORANGE,42.0,51.0,oui,oui,oui
0752290057,48.86416666666667,2.343055555555556,75101,ORANGE,30.4,37.0,oui,oui,oui
0752290063,48.861666666666665,2.3033333333333332,75107,ORANGE,40.2,50.0,oui,oui,oui
0752290067,48.84305555555556,2.38,75112,ORANGE,35.7,37.0,oui,oui,oui
0752290068,48.879444444444445,2.343055555555556,75109,ORANGE,32.0,34.0,oui,oui,oui
0752290071,48.84861111111111,2.3575,75105,ORANGE,34.2,39.0,oui,oui,oui
0752290075,48.84666666666667,2.312777777777778,75107,ORANGE,31.9,42.0,oui,oui,oui
0752290079,48.884166666666665,2.3205555555555555,75117,ORANGE,33.0,34.0,oui,oui,oui
0752290081,48.87027777777778,2.2905555555555552,75116,ORANGE,29.6,33.0,oui,oui,oui
0752290085,48.83527777777778,2.2991666666666664,75115,ORANGE,31.3,32.0,oui,oui,oui
0752290089,48.848888888888894,2.3027777777777776,75115,ORANGE,31.9,36.0,oui,oui,oui
0752290092,48.87694444444445,2.3738888888888887,75119,ORANGE,23.7,25.0,oui,oui,oui
0752290093,48.8875,2.383611111111111,75119,ORANGE,35.5,37.0,oui,oui,oui
0752290096,48.82694444444445,2.3077777777777775,75114,ORANGE,32.5,35.0,oui,oui,oui
0752290098,48.88027777777778,2.4030555555555555,75119,ORANGE,40.1,41.0,oui,oui,oui
0752290099,48.87777777777778,2.3919444444444444,75119,ORANGE,27.8,34.5,oui,oui,oui
0752290107,48.8925,2.358888888888889,75118,ORANGE,38.3,42.0,oui,oui,oui
0752290117,48.86972222222222,2.3822222222222225,75120,ORANGE,21.8,27.0,oui,oui,non
0752290119,48.84805555555556,2.281111111111111,75115,ORANGE,26.0,28.0,oui,oui,oui
0752290122,48.85166666666667,2.3755555555555556,75111,ORANGE,31.0,35.0,oui,oui,oui
0752290128,48.85388888888889,2.256111111111111,75116,ORANGE,23.8,30.0,oui,oui,oui
0752290131,48.87277777777778,2.242777777777778,75116,ORANGE,18.1,22.0,oui,oui,oui
0752290135,48.893055555555556,2.3316666666666666,75118,ORANGE,42.0,44.0,oui,oui,oui
0752290139,48.83416666666667,2.3238888888888884,75114,ORANGE,32.0,32.0,oui,oui,oui
0752290148,48.83166666666667,2.404444444444444,75112,ORANGE,5.0,7.0,oui,oui,non
0752290152,48.87583333333333,2.2824999999999998,75116,ORANGE,43.0,44.0,oui,oui,non
0752290158,48.82083333333334,2.450555555555556,75112,ORANGE,31.1,40.7,oui,oui,oui
0752290160,48.82638888888889,2.352777777777778,75113,ORANGE,34.8,36.0,oui,oui,oui
0752290163,48.867222222222225,2.3375000000000004,75102,ORANGE,38.8,41.0,oui,oui,oui
0752290165,48.88,2.323611111111111,75108,ORANGE,28.5,32.0,oui,oui,oui
0752290166,48.85861111111111,2.361111111111111,75103,ORANGE,23.9,25.0,oui,oui,oui
0752290167,48.86222222222222,2.3644444444444446,75103,ORANGE,31.8,33.0,oui,oui,oui
0752290168,48.862500000000004,2.358888888888889,75103,ORANGE,43.7,55.0,oui,oui,oui
0752290173,48.86638888888889,2.353888888888889,75103,ORANGE,32.2,33.0,oui,oui,oui
0752290178,48.84138888888889,2.2688888888888887,75116,ORANGE,32.3,36.0,oui,oui,oui
0752290181,48.89722222222222,2.313055555555555,75117,ORANGE,24.5,25.0,oui,oui,oui
0752290182,48.893055555555556,2.3744444444444444,75119,ORANGE,27.5,34.0,oui,oui,oui
0752290184,48.88861111111111,2.3930555555555557,75119,ORANGE,34.0,35.0,oui,oui,oui
0752290185,48.88138888888889,2.3905555555555553,75119,ORANGE,18.3,19.0,oui,oui,oui
0752290186,48.88527777777778,2.3694444444444445,75119,ORANGE,30.3,44.0,oui,oui,oui
0752290188,48.84055555555556,2.401111111111111,75112,ORANGE,38.0,40.0,oui,oui,oui
0752290190,48.87361111111111,2.3825,75119,ORANGE,26.0,28.0,oui,oui,oui
0752290194,48.82555555555556,2.3777777777777778,75113,ORANGE,35.7,43.0,oui,oui,oui
0752290195,48.831388888888895,2.3458333333333337,75113,ORANGE,35.0,37.5,oui,oui,oui
0752290198,48.845,2.4099999999999997,75112,ORANGE,39.3,40.0,oui,oui,oui
0752290202,48.88,2.2983333333333333,75117,ORANGE,36.0,39.0,oui,oui,oui
0752290206,48.84527777777778,2.2847222222222223,75115,ORANGE,36.4,38.0,oui,oui,oui
0752290208,48.84444444444445,2.3041666666666667,75115,ORANGE,39.7,43.0,oui,oui,oui
0752290210,48.844722222222224,2.2916666666666665,75115,ORANGE,28.4,30.0,oui,oui,oui
0752290211,48.82694444444445,2.361388888888889,75113,ORANGE,26.6,28.0,oui,oui,non
0752290212,48.830555555555556,2.3508333333333336,75113,ORANGE,37.0,38.0,oui,oui,oui
0752290213,48.83305555555556,2.3697222222222223,75113,ORANGE,30.0,31.0,oui,oui,non
0752290214,48.84388888888889,2.2605555555555554,75116,ORANGE,32.5,34.0,oui,oui,oui
0752290215,48.859722222222224,2.345277777777778,75101,ORANGE,38.0,43.7,oui,oui,oui
0752290217,48.86416666666667,2.3327777777777774,75101,ORANGE,31.5,33.0,oui,oui,oui
0752290219,48.837500000000006,2.3533333333333335,75105,ORANGE,29.6,31.0,oui,oui,oui
0752290220,48.88805555555555,2.3249999999999997,75117,ORANGE,30.8,33.0,oui,oui,oui
0752290221,48.87638888888889,2.348055555555556,75109,ORANGE,37.3,39.0,oui,oui,oui
0752290223,48.84138888888889,2.388611111111111,75112,ORANGE,40.0,43.0,oui,oui,oui
0752290227,48.87083333333334,2.358611111111111,75110,ORANGE,31.9,34.0,oui,oui,oui
0752290228,48.848333333333336,2.3938888888888887,75112,ORANGE,30.7,35.0,oui,oui,oui
0752290236,48.852222222222224,2.3294444444444444,75106,ORANGE,30.5,32.0,oui,oui,oui
0752290237,48.839444444444446,2.3113888888888887,75115,ORANGE,44.0,44.0,oui,oui,oui
0752290239,48.82611111111112,2.322222222222222,75114,ORANGE,37.6,38.0,oui,oui,oui
0752290240,48.834722222222226,2.306111111111111,75115,ORANGE,37.2,46.0,oui,oui,oui
0752290241,48.84527777777778,2.2977777777777777,75115,ORANGE,29.7,31.0,oui,oui,oui
0752290244,48.87361111111111,2.3097222222222222,75108,ORANGE,34.3,36.0,oui,oui,oui
0752290246,48.87388888888889,2.3252777777777776,75108,ORANGE,34.6,36.0,oui,oui,oui
0752290247,48.87361111111111,2.3372222222222225,75109,ORANGE,43.6,45.0,oui,oui,oui
0752290250,48.845,2.3880555555555554,75112,ORANGE,39.5,41.0,oui,oui,oui
0752290253,48.87694444444445,2.3666666666666667,75110,ORANGE,33.2,35.0,oui,oui,oui
0752290254,48.87916666666667,2.3166666666666664,75108,ORANGE,38.9,41.0,oui,oui,oui
0752290255,48.88305555555556,2.29,75117,ORANGE,30.5,33.0,oui,oui,oui
0752290256,48.856944444444444,2.283333333333333,75116,ORANGE,34.7,36.0,oui,oui,oui
0752290258,48.849444444444444,2.3875,75112,ORANGE,35.1,39.0,oui,oui,non
0752290259,48.88722222222222,2.3180555555555555,75117,ORANGE,30.7,32.0,oui,oui,oui
0752290260,48.88583333333333,2.39,75119,ORANGE,35.0,42.0,oui,oui,oui
0752290262,48.84444444444445,2.279722222222222,75115,ORANGE,32.1,34.0,oui,oui,oui
0752290266,48.861666666666665,2.3205555555555555,75107,ORANGE,30.7,36.0,oui,oui,oui
0752290270,48.836111111111116,2.4025,75112,ORANGE,31.2,32.5,oui,oui,oui
0752290271,48.84527777777778,2.2725,75116,ORANGE,36.8,38.0,oui,oui,oui
0752290272,48.84777777777778,2.2641666666666667,75116,ORANGE,34.0,34.0,oui,non,non
0752290275,48.86361111111111,2.4125,75120,ORANGE,41.9,44.0,oui,oui,oui
0752290276,48.852222222222224,2.401944444444444,75120,ORANGE,39.7,41.0,oui,oui,oui
0752290277,48.830555555555556,2.313055555555555,75114,ORANGE,48.0,52.0,oui,oui,oui
0752290279,48.88527777777778,2.356666666666667,75118,ORANGE,31.5,34.0,oui,oui,oui
0752290280,48.89666666666667,2.3605555555555555,75118,ORANGE,48.1,49.0,oui,oui,oui
0752290281,48.89194444444444,2.3508333333333336,75118,ORANGE,38.5,43.0,oui,oui,oui
0752290282,48.882777777777775,2.341666666666667,75118,ORANGE,34.5,36.0,oui,oui,oui
0752290284,48.83777777777778,2.358611111111111,75113,ORANGE,41.7,64.0,oui,oui,oui
0752290285,48.837500000000006,2.348055555555556,75105,ORANGE,35.6,37.0,oui,oui,oui
0752290286,48.844722222222224,2.340277777777778,75105,ORANGE,36.8,40.0,oui,oui,oui
0752290289,48.86972222222222,2.388333333333333,75120,ORANGE,44.6,47.0,oui,oui,non
0752290290,48.86083333333333,2.3805555555555555,75111,ORANGE,31.5,33.0,oui,oui,non
0752290300,48.87972222222222,2.3299999999999996,75109,ORANGE,34.4,36.0,oui,oui,oui
0752290301,48.87972222222222,2.3697222222222223,75110,ORANGE,33.6,36.2,oui,oui,oui
0752290305,48.87361111111111,2.2852777777777775,75116,ORANGE,32.8,36.0,oui,oui,oui
0752290313,48.870555555555555,2.3755555555555556,75111,ORANGE,24.8,27.0,oui,oui,oui
0752290315,48.88777777777778,2.3377777777777777,75118,ORANGE,27.0,29.0,oui,oui,oui
0752290316,48.89666666666667,2.3305555555555553,75118,ORANGE,31.7,33.0,oui,oui,oui
0752290320,48.85805555555556,2.2666666666666666,75116,ORANGE,32.6,38.0,oui,oui,oui
0752290322,48.83277777777778,2.289722222222222,75115,ORANGE,36.8,40.0,oui,oui,oui
0752290323,48.85583333333334,2.2916666666666665,75115,ORANGE,11.0,25.0,oui,non,non
0752290326,48.83166666666667,2.3858333333333333,75112,ORANGE,31.1,32.0,oui,oui,oui
0752290327,48.882777777777775,2.296111111111111,75117,ORANGE,34.6,36.0,oui,oui,oui
0752290328,48.88611111111111,2.285833333333333,75117,ORANGE,31.8,32.0,oui,oui,oui
0752290329,48.85527777777778,2.326111111111111,75107,ORANGE,30.6,32.0,oui,oui,oui
0752290332,48.84861111111111,2.3505555555555557,75105,ORANGE,31.8,35.0,oui,oui,oui
0752290334,48.882777777777775,2.305833333333333,75117,ORANGE,31.0,32.0,oui,oui,oui
0752290336,48.8525,2.2880555555555553,75115,ORANGE,36.0,36.0,oui,non,non
0752290338,48.85583333333334,2.277222222222222,75116,ORANGE,34.7,35.0,oui,oui,oui
0752290340,48.82222222222222,2.333888888888889,75114,ORANGE,27.1,28.0,oui,oui,oui
0752290341,48.8975,2.338611111111111,75118,ORANGE,37.4,46.0,oui,oui,oui
0752290342,48.846111111111114,2.3291666666666666,75106,ORANGE,29.6,32.0,oui,oui,oui
0752290343,48.838055555555556,2.2880555555555553,75115,ORANGE,35.8,42.0,oui,oui,oui
0752290344,48.85916666666667,2.3302777777777774,75107,ORANGE,8.0,24.0,oui,non,non
0752290345,48.88944444444444,2.3519444444444444,75118,ORANGE,36.2,38.0,oui,oui,oui
0752290346,48.82027777777778,2.368611111111111,75113,ORANGE,24.5,26.0,oui,oui,oui
0752290347,48.83861111111111,2.3786111111111112,75112,ORANGE,23.6,33.0,oui,oui,oui
0752290348,48.855000000000004,2.3725,75111,ORANGE,40.0,40.0,oui,non,non
0752290349,48.88138888888889,2.3775,75119,ORANGE,19.1,21.0,oui,oui,oui
0752290351,48.83694444444445,2.321944444444444,75114,ORANGE,27.0,29.0,oui,oui,non
0752290352,48.83777777777778,2.338611111111111,75114,ORANGE,28.5,32.0,oui,oui,oui
0752290354,48.89222222222222,2.365277777777778,75118,ORANGE,25.4,26.0,oui,oui,oui
0752290355,48.87694444444445,2.3030555555555554,75108,ORANGE,31.7,33.0,oui,oui,oui
0752290357,48.8275,2.3358333333333334,75114,ORANGE,26.6,30.0,oui,oui,oui
0752290358,48.84166666666667,2.295,75115,ORANGE,25.4,29.0,oui,oui,oui
0752290361,48.89833333333333,2.3841666666666668,75119,ORANGE,48.1,50.0,oui,oui,oui
0752290362,48.88388888888889,2.3333333333333335,75118,ORANGE,34.3,36.0,oui,oui,oui
0752290363,48.876666666666665,2.403888888888889,75119,ORANGE,31.7,32.7,oui,oui,oui
0752290364,48.824444444444445,2.3491666666666666,75113,ORANGE,36.0,37.0,oui,oui,oui
0752290365,48.84111111111111,2.363611111111111,75113,ORANGE,32.1,37.4,oui,oui,oui
0752290366,48.843611111111116,2.347777777777778,75105,ORANGE,24.0,26.0,oui,oui,oui
0752290367,48.83638888888889,2.278611111111111,75115,ORANGE,29.8,31.0,oui,oui,oui
0752290370,48.825,2.3869444444444445,75113,ORANGE,32.2,34.0,oui,oui,oui
0752290371,48.88666666666666,2.333055555555555,75118,ORANGE,30.3,32.4,oui,oui,oui
0752290374,48.901111111111106,2.3508333333333336,75118,ORANGE,7.0,8.0,oui,non,non
0752290375,48.81944444444445,2.358888888888889,75113,ORANGE,35.4,36.0,oui,oui,oui
0752290376,48.85416666666667,2.3775,75111,ORANGE,39.4,41.0,oui,oui,oui
0752290377,48.87,2.2966666666666664,75116,ORANGE,28.4,29.3,oui,oui,oui
0752290378,48.831388888888895,2.3608333333333333,75113,ORANGE,47.8,49.0,oui,oui,oui
0752290380,48.82694444444445,2.299722222222222,75115,ORANGE,30.7,36.0,oui,oui,oui
0752290381,48.85,2.4125,75120,ORANGE,38.2,38.9,oui,oui,oui
0752290382,48.87222222222222,2.3175,75108,ORANGE,34.6,45.0,oui,oui,oui
0752290384,48.87138888888889,2.408333333333333,75120,ORANGE,43.9,45.0,oui,oui,oui
0752290386,48.876111111111115,2.379722222222222,75119,ORANGE,35.2,36.0,oui,oui,oui
0752290388,48.88,2.3594444444444447,75110,ORANGE,29.7,31.0,oui,oui,oui
0752290389,48.88027777777778,2.3969444444444443,75119,ORANGE,33.8,38.0,oui,oui,oui
0752290390,48.87916666666667,2.2925,75117,ORANGE,30.8,33.0,oui,oui,oui
0752290392,48.888888888888886,2.3602777777777777,75118,ORANGE,30.8,33.0,oui,oui,oui
0752290393,48.84861111111111,2.401388888888889,75120,ORANGE,35.0,36.0,oui,oui,non
0752290396,48.86694444444444,2.4074999999999998,75120,ORANGE,24.0,25.0,oui,oui,oui
0752290397,48.859722222222224,2.4080555555555554,75120,ORANGE,32.7,34.0,oui,oui,oui
0752290398,48.85611111111111,2.4080555555555554,75120,ORANGE,50.0,50.0,oui,oui,oui
0752290400,48.83083333333334,2.366111111111111,75113,ORANGE,39.0,41.0,oui,oui,oui
0752290402,48.85888888888889,2.3897222222222223,75120,ORANGE,28.2,30.0,oui,oui,oui
0752290403,48.884166666666665,2.3827777777777777,75119,ORANGE,40.9,51.0,oui,oui,oui
0752290405,48.841944444444444,2.397222222222222,75112,ORANGE,29.6,35.0,oui,oui,oui
0752290406,48.83416666666667,2.347777777777778,75113,ORANGE,30.7,32.0,oui,oui,oui
0752290408,48.86472222222223,2.397222222222222,75120,ORANGE,21.9,24.0,oui,oui,oui
0752290411,48.84777777777778,2.3916666666666666,75112,ORANGE,26.3,28.0,oui,oui,oui
0752290414,48.846944444444446,2.3805555555555555,75112,ORANGE,30.0,31.0,oui,oui,oui
0752290415,48.838055555555556,2.3027777777777776,75115,ORANGE,31.7,42.0,oui,oui,oui
0752290416,48.84166666666667,2.3486111111111114,75105,ORANGE,27.7,34.0,oui,oui,oui
0752290417,48.85138888888889,2.291111111111111,75115,ORANGE,41.2,43.0,oui,oui,oui
0752290418,48.818333333333335,2.334166666666667,75114,ORANGE,21.6,28.2,oui,oui,oui
0752290420,48.84805555555556,2.286111111111111,75115,ORANGE,35.0,36.0,oui,oui,non
0752290421,48.890277777777776,2.3049999999999997,75117,ORANGE,34.6,38.0,oui,oui,oui
0752290422,48.841944444444444,2.325833333333333,75114,ORANGE,29.9,31.4,oui,oui,oui
0752290423,48.87555555555556,2.2944444444444443,75117,ORANGE,31.0,33.0,oui,oui,non
0752290424,48.88138888888889,2.3041666666666667,75117,ORANGE,34.8,38.0,oui,oui,oui
0752290425,48.8425,2.3722222222222222,75112,ORANGE,45.3,48.0,oui,oui,oui
0752290426,48.85472222222222,2.292222222222222,75115,ORANGE,40.1,47.0,oui,oui,oui
0752290427,48.8325,2.2819444444444446,75115,ORANGE,26.8,33.0,oui,oui,oui
0752290429,48.865,2.2705555555555557,75116,ORANGE,39.1,41.0,oui,oui,oui
0752290431,48.85194444444445,2.3938888888888887,75111,ORANGE,31.3,46.0,oui,oui,oui
0752290432,48.885555555555555,2.347777777777778,75118,ORANGE,29.1,34.0,oui,oui,oui
0752290435,48.830555555555556,2.3383333333333334,75114,ORANGE,32.1,33.4,oui,oui,oui
0752290436,48.85527777777778,2.304444444444444,75107,ORANGE,32.1,35.3,oui,oui,oui
0752290437,48.82194444444445,2.3294444444444444,75114,ORANGE,31.7,33.0,oui,oui,oui
0752290438,48.85416666666667,2.3461111111111115,75104,ORANGE,30.4,36.6,oui,oui,oui
0752290439,48.82972222222222,2.3033333333333332,75115,ORANGE,38.6,40.0,oui,oui,oui
0752290440,48.83861111111111,2.2716666666666665,75115,ORANGE,39.3,41.0,oui,oui,oui
0752290441,48.849722222222226,2.326944444444444,75106,ORANGE,32.3,35.0,oui,oui,oui
0752290444,48.85472222222222,2.3561111111111113,75104,ORANGE,20.7,24.0,oui,oui,oui
0752290447,48.85527777777778,2.361111111111111,75104,ORANGE,23.9,26.0,oui,oui,oui
0752290448,48.87722222222222,2.2675,75116,ORANGE,34.0,42.0,oui,oui,oui
0752290449,48.87,2.3055555555555554,75108,ORANGE,34.8,36.2,oui,oui,oui
0752290450,48.87555555555556,2.341666666666667,75109,ORANGE,29.9,31.0,oui,oui,oui
0752290451,48.87638888888889,2.327222222222222,75109,ORANGE,29.8,32.0,oui,oui,oui
0752290452,48.86805555555556,2.321944444444444,75108,ORANGE,33.2,35.0,oui,oui,oui
0752290453,48.86027777777778,2.316111111111111,75107,ORANGE,30.1,33.0,oui,oui,oui
0752290454,48.864444444444445,2.3736111111111113,75111,ORANGE,29.1,30.0,oui,oui,oui
0752290455,48.858333333333334,2.2758333333333334,75116,ORANGE,35.0,36.0,oui,oui,oui
0752290456,48.84138888888889,2.2808333333333333,75115,ORANGE,30.5,32.0,oui,oui,oui
0752290458,48.830000000000005,2.2877777777777775,75115,ORANGE,18.7,20.0,oui,oui,oui
0752290459,48.8975,2.352222222222222,75118,ORANGE,38.8,45.0,oui,oui,oui
0752290460,48.84388888888889,2.345555555555556,75105,ORANGE,22.2,32.0,oui,oui,oui
0752290461,48.88805555555555,2.3755555555555556,75119,ORANGE,35.0,46.0,oui,oui,non
0752290464,48.88611111111111,2.293611111111111,75117,ORANGE,33.6,37.0,oui,oui,oui
0752290466,48.83916666666667,2.2780555555555555,75115,ORANGE,31.9,37.0,oui,oui,oui
0752290468,48.869166666666665,2.3533333333333335,75102,ORANGE,25.0,26.0,oui,oui,oui
0752290469,48.88472222222222,2.3755555555555556,75119,ORANGE,42.1,44.0,oui,oui,oui
0752290470,48.87305555555555,2.3444444444444446,75109,ORANGE,30.4,32.0,oui,oui,oui
0752290471,48.85055555555556,2.323611111111111,75107,ORANGE,24.0,36.0,oui,oui,oui
0752290472,48.85166666666667,2.342777777777778,75106,ORANGE,29.7,32.4,oui,oui,oui
0752290473,48.858333333333334,2.2794444444444446,75116,ORANGE,28.0,29.0,oui,oui,oui
0752290474,48.870555555555555,2.368333333333333,75110,ORANGE,24.2,25.0,oui,oui,non
0752290475,48.844166666666666,2.2655555555555558,75116,ORANGE,31.6,33.0,oui,oui,oui
0752290476,48.85111111111111,2.3375000000000004,75106,ORANGE,26.6,27.0,oui,oui,non
0752290477,48.89,2.322222222222222,75117,ORANGE,24.8,26.0,oui,oui,oui
0752290480,48.89333333333333,2.3519444444444444,75118,ORANGE,26.9,30.0,oui,oui,oui
0752290481,48.88194444444444,2.3336111111111113,75109,ORANGE,23.4,24.0,oui,oui,oui
0752290487,48.845555555555556,2.3241666666666663,75106,ORANGE,34.1,35.0,oui,oui,oui
0752290489,48.86138888888889,2.3852777777777776,75111,ORANGE,34.5,37.0,oui,oui,oui
0752290490,48.83388888888889,2.3619444444444446,75113,ORANGE,39.3,41.0,oui,oui,oui
0752290492,48.88972222222222,2.3625000000000003,75118,ORANGE,32.4,36.0,oui,oui,oui
0752290493,48.83888888888889,2.2625,75116,ORANGE,33.0,34.0,oui,oui,oui
0752290494,48.82888888888889,2.3230555555555554,75114,ORANGE,32.4,35.0,oui,oui,oui
0752290495,48.83722222222222,2.3963888888888887,75112,ORANGE,36.1,43.6,oui,oui,oui
0752290497,48.875,2.3530555555555557,75110,ORANGE,30.5,31.0,oui,oui,oui
0752290498,48.87444444444444,2.312777777777778,75108,ORANGE,31.0,33.0,oui,oui,oui
0752290511,48.85138888888889,2.2616666666666667,75116,ORANGE,36.0,38.9,oui,oui,oui
0752290512,48.84166666666667,2.2875,75115,ORANGE,36.2,38.0,oui,oui,oui
0752291030,48.862500000000004,2.338611111111111,75101,ORANGE,33.0,51.0,oui,oui,oui
0752291033,48.84527777777778,2.3777777777777778,75112,ORANGE,37.0,40.0,oui,oui,non
0752291034,48.8525,2.2755555555555556,75116,ORANGE,29.8,32.0,oui,oui,oui
0752291035,48.84305555555556,2.3733333333333335,75112,ORANGE,44.9,49.0,oui,oui,oui
0752291036,48.853611111111114,2.2888888888888888,75115,ORANGE,50.2,54.0,oui,oui,oui
0752291042,48.87166666666667,2.2849999999999997,75116,ORANGE,26.0,29.0,oui,oui,oui
0752291044,48.87277777777778,2.291111111111111,75116,ORANGE,22.8,25.0,non,oui,oui
0752291045,48.842222222222226,2.2647222222222223,75116,ORANGE,28.0,35.8,oui,oui,oui
0752291046,48.870555555555555,2.2736111111111112,75116,ORANGE,28.6,38.0,oui,oui,oui
0752291048,48.8775,2.3138888888888887,75108,ORANGE,29.0,31.0,oui,oui,oui
0752291049,48.86416666666667,2.293611111111111,75116,ORANGE,31.1,32.0,oui,oui,oui
0752291058,48.87361111111111,2.2975,75108,ORANGE,20.4,21.0,oui,oui,oui
0752291060,48.86888888888889,2.3016666666666663,75108,ORANGE,37.9,38.0,oui,oui,oui
0752291061,48.836111111111116,2.332222222222222,75114,ORANGE,28.3,30.0,oui,oui,oui
0752291062,48.87694444444445,2.2866666666666666,75117,ORANGE,32.7,34.0,oui,oui,oui
0752291065,48.84305555555556,2.254166666666667,75116,ORANGE,4.0,10.0,oui,oui,non
0752291144,48.84777777777778,2.253888888888889,75116,ORANGE,5.0,6.0,oui,oui,non
0752291145,48.89833333333333,2.386111111111111,75119,ORANGE,5.0,6.0,oui,oui,non
0752291146,48.82972222222222,2.401388888888889,75112,ORANGE,6.0,8.0,oui,oui,non
0752291147,48.88916666666667,2.2963888888888886,75117,ORANGE,5.0,7.4,oui,oui,non
0752291148,48.871944444444445,2.2736111111111112,75116,ORANGE,5.0,7.0,oui,oui,non
0752291149,48.842222222222226,2.2725,75115,ORANGE,5.0,11.0,oui,oui,non
0752291153,48.835,2.4408333333333334,75112,ORANGE,15.3,16.0,oui,oui,oui
0752291154,48.86611111111111,2.3488888888888892,75102,ORANGE,27.0,28.0,oui,oui,non
0752291164,48.84166666666667,2.3077777777777775,75115,ORANGE,24.6,30.1,oui,oui,oui
0752291165,48.87416666666667,2.3583333333333334,75110,ORANGE,22.2,23.0,oui,oui,oui
0752291166,48.844722222222224,2.3991666666666664,75112,ORANGE,38.4,40.0,oui,oui,oui
0752291167,48.86972222222222,2.3069444444444445,75108,ORANGE,32.0,38.0,oui,oui,oui
0752291169,48.88444444444444,2.3249999999999997,75117,ORANGE,25.7,26.0,oui,oui,oui
0752291170,48.88194444444444,2.312222222222222,75117,ORANGE,21.2,22.0,oui,oui,oui
0752291171,48.869166666666665,2.3377777777777777,75102,ORANGE,28.0,28.0,oui,oui,oui
0752291173,48.861111111111114,2.283611111111111,75116,ORANGE,33.5,36.0,oui,oui,oui
0752291174,48.83444444444444,2.357222222222222,75113,ORANGE,30.7,42.0,oui,oui,oui
0752291175,48.87444444444444,2.374722222222222,75119,ORANGE,29.5,34.0,oui,oui,oui
0752291177,48.846944444444446,2.2619444444444445,75116,ORANGE,32.8,34.0,oui,oui,oui
0752291178,48.87222222222222,2.347777777777778,75110,ORANGE,34.4,39.0,oui,oui,oui
0752291179,48.85916666666667,2.299722222222222,75107,ORANGE,33.0,38.0,oui,oui,non
0752291189,48.89194444444444,2.3152777777777778,75117,ORANGE,40.4,42.0,oui,oui,oui
0752291190,48.885555555555555,2.3163888888888886,75117,ORANGE,29.7,31.0,oui,oui,oui
0752291212,48.871944444444445,2.401111111111111,75120,ORANGE,37.7,38.0,oui,oui,oui
0752291213,48.8675,2.2486111111111113,75116,ORANGE,10.2,12.9,oui,oui,oui
0752291214,48.830000000000005,2.2969444444444442,75115,ORANGE,42.0,47.0,oui,oui,oui
0752291215,48.848333333333336,2.2425,75116,ORANGE,5.0,7.2,oui,oui,non
0752291216,48.86833333333333,2.3691666666666666,75111,ORANGE,23.7,25.0,oui,oui,oui
0752291218,48.886944444444445,2.3405555555555555,75118,ORANGE,12.5,15.1,oui,oui,oui
0752291219,48.823888888888895,2.357222222222222,75113,ORANGE,28.1,29.6,oui,oui,oui
0752291220,48.85194444444445,2.2980555555555555,75115,ORANGE,27.7,30.0,oui,oui,oui
0752291258,48.86222222222222,2.2647222222222223,75116,ORANGE,5.0,8.0,oui,oui,non
0752291259,48.85611111111111,2.2569444444444446,75116,ORANGE,5.0,8.0,oui,oui,non
0752291265,48.84111111111111,2.2644444444444445,75116,ORANGE,5.0,8.0,oui,oui,non
0752291267,48.87277777777778,2.3049999999999997,75108,ORANGE,34.7,38.0,oui,oui,oui
0752291269,48.89,2.3961111111111113,75119,ORANGE,5.0,7.0,oui,oui,non
0752291271,48.88722222222222,2.2938888888888886,75117,ORANGE,4.0,5.0,oui,oui,non
0752291273,48.84138888888889,2.3213888888888885,75115,ORANGE,4.0,6.0,non,oui,non
0752291274,48.86472222222223,2.3119444444444444,75108,ORANGE,4.0,6.8,non,oui,non
