STA_NM_ANFR,Lat,Long,COM_CD_INSEE,ADM_LB_NOM,ALT_BASE,ALT_SOMMET,r_2G,r_3G,r_4G
0752750440,48.88388888888889,2.3783333333333334,75119,BOUYGUES TELECOM,32.8,37.0,oui,oui,oui
0752750441,48.87972222222222,2.377222222222222,75119,BOUYGUES TELECOM,35.9,40.0,oui,oui,oui
0752750442,48.88777777777778,2.3377777777777777,75118,BOUYGUES TELECOM,26.5,29.0,oui,oui,oui
0752750443,48.88,2.3705555555555557,75119,BOUYGUES TELECOM,46.5,54.5,oui,oui,oui
0752750444,48.86638888888889,2.324444444444444,75101,BOUYGUES TELECOM,26.1,28.0,oui,oui,oui
0752750445,48.885555555555555,2.347777777777778,75118,BOUYGUES TELECOM,29.7,34.0,oui,oui,oui
0752750447,48.87111111111111,2.3055555555555554,75108,BOUYGUES TELECOM,36.9,37.7,oui,oui,oui
0752750450,48.87694444444445,2.326388888888889,75108,BOUYGUES TELECOM,36.0,39.0,oui,oui,oui
0752750462,48.8775,2.303611111111111,75108,BOUYGUES TELECOM,31.0,32.3,oui,oui,non
0752750467,48.85027777777778,2.346388888888889,75105,BOUYGUES TELECOM,33.9,35.0,oui,oui,oui
0752750468,48.84861111111111,2.3575,75105,BOUYGUES TELECOM,32.5,39.0,oui,oui,oui
0752750469,48.846111111111114,2.359166666666667,75105,BOUYGUES TELECOM,36.6,40.0,oui,oui,oui
0752750474,48.88638888888889,2.36,75118,BOUYGUES TELECOM,32.0,37.0,oui,oui,oui
0752750475,48.88305555555556,2.3475,75109,BOUYGUES TELECOM,26.0,28.0,oui,oui,oui
0752750476,48.87027777777778,2.3116666666666665,75108,BOUYGUES TELECOM,32.8,33.0,oui,oui,oui
0752750477,48.82055555555556,2.4608333333333334,75112,BOUYGUES TELECOM,1.1,1.6,oui,oui,oui
0752750488,48.853611111111114,2.3383333333333334,75106,BOUYGUES TELECOM,8.1,16.0,oui,non,oui
0752750491,48.836111111111116,2.311111111111111,75115,BOUYGUES TELECOM,35.6,41.0,oui,oui,oui
0752750492,48.83888888888889,2.313333333333333,75115,BOUYGUES TELECOM,38.6,42.4,oui,oui,oui
0752750493,48.87444444444444,2.3030555555555554,75108,BOUYGUES TELECOM,32.3,36.3,oui,oui,oui
0752750495,48.8975,2.345,75118,BOUYGUES TELECOM,31.3,32.0,oui,oui,oui
0752750497,48.87444444444444,2.374722222222222,75119,BOUYGUES TELECOM,29.8,34.0,oui,oui,oui
0752750498,48.848333333333336,2.2719444444444443,75116,BOUYGUES TELECOM,40.0,47.0,oui,oui,oui
0752750500,48.84305555555556,2.3336111111111113,75106,BOUYGUES TELECOM,35.2,37.0,oui,oui,oui
0752750501,48.9,2.321944444444444,75117,BOUYGUES TELECOM,29.0,33.6,oui,non,non
0752750502,48.83861111111111,2.4058333333333333,75112,BOUYGUES TELECOM,43.0,45.6,oui,oui,oui
0752750532,48.87583333333333,2.355277777777778,75110,BOUYGUES TELECOM,33.8,37.0,oui,oui,oui
0752750536,48.849722222222226,2.401388888888889,75120,BOUYGUES TELECOM,38.2,42.0,oui,oui,oui
0752750537,48.846944444444446,2.343055555555556,75105,BOUYGUES TELECOM,26.6,30.0,oui,oui,oui
0752750539,48.884166666666665,2.3827777777777777,75119,BOUYGUES TELECOM,40.8,51.0,oui,oui,oui
0752750540,48.850833333333334,2.3897222222222223,75111,BOUYGUES TELECOM,39.0,43.0,oui,oui,oui
0752750541,48.88388888888889,2.3202777777777777,75117,BOUYGUES TELECOM,28.0,29.0,oui,oui,oui
0752750543,48.84138888888889,2.388611111111111,75112,BOUYGUES TELECOM,37.6,43.0,oui,oui,oui
0752750544,48.885555555555555,2.3163888888888886,75117,BOUYGUES TELECOM,28.7,31.0,oui,oui,oui
0752750546,48.88,2.2983333333333333,75117,BOUYGUES TELECOM,32.1,39.0,oui,oui,oui
0752750547,48.83722222222222,2.3963888888888887,75112,BOUYGUES TELECOM,36.2,43.6,oui,oui,oui
0752750548,48.8525,2.3980555555555556,75120,BOUYGUES TELECOM,36.0,40.0,oui,oui,oui
0752750549,48.85138888888889,2.3944444444444444,75111,BOUYGUES TELECOM,34.0,36.0,oui,oui,oui
0752750552,48.88666666666666,2.2919444444444443,75117,BOUYGUES TELECOM,30.4,33.0,oui,oui,oui
0752750554,48.84861111111111,2.2680555555555557,75116,BOUYGUES TELECOM,29.3,30.5,oui,oui,oui
0752750558,48.885555555555555,2.368888888888889,75119,BOUYGUES TELECOM,40.5,44.0,oui,oui,oui
0752750560,48.88583333333333,2.39,75119,BOUYGUES TELECOM,41.1,42.0,oui,oui,oui
0752750563,48.86833333333333,2.338611111111111,75102,BOUYGUES TELECOM,26.0,35.0,oui,oui,oui
0752750566,48.82361111111111,2.3483333333333336,75113,BOUYGUES TELECOM,39.5,41.0,oui,oui,oui
0752750567,48.85916666666667,2.3097222222222222,75107,BOUYGUES TELECOM,32.5,33.5,oui,oui,oui
0752750569,48.85916666666667,2.299722222222222,75107,BOUYGUES TELECOM,32.9,38.0,oui,oui,oui
0752750570,48.82555555555556,2.3722222222222222,75113,BOUYGUES TELECOM,34.8,41.0,oui,oui,oui
0752750571,48.831388888888895,2.3608333333333333,75113,BOUYGUES TELECOM,45.5,49.0,oui,oui,oui
0752750572,48.8675,2.347777777777778,75102,BOUYGUES TELECOM,33.2,36.0,oui,oui,non
0752750573,48.85444444444445,2.3511111111111114,75104,BOUYGUES TELECOM,27.2,30.6,oui,oui,oui
0752750575,48.896388888888886,2.319444444444444,75117,BOUYGUES TELECOM,30.0,32.0,oui,oui,oui
0752750576,48.888888888888886,2.3941666666666666,75119,BOUYGUES TELECOM,34.1,38.0,oui,oui,oui
0752750580,48.89416666666666,2.322222222222222,75117,BOUYGUES TELECOM,29.5,32.0,oui,oui,oui
0752750581,48.82666666666667,2.3205555555555555,75114,BOUYGUES TELECOM,32.9,40.7,oui,oui,oui
0752750582,48.831944444444446,2.352777777777778,75113,BOUYGUES TELECOM,35.7,39.0,oui,oui,oui
0752750584,48.855000000000004,2.3730555555555557,75111,BOUYGUES TELECOM,37.8,40.6,oui,oui,oui
0752750585,48.830555555555556,2.355,75113,BOUYGUES TELECOM,33.5,46.0,oui,oui,oui
0752750586,48.87916666666667,2.2925,75117,BOUYGUES TELECOM,30.9,33.0,oui,oui,oui
0752750588,48.8425,2.3155555555555556,75115,BOUYGUES TELECOM,32.0,36.6,oui,oui,oui
0752750590,48.88666666666666,2.3802777777777777,75119,BOUYGUES TELECOM,28.9,30.0,oui,oui,oui
0752750591,48.81777777777778,2.365555555555556,75113,BOUYGUES TELECOM,35.8,41.0,oui,oui,oui
0752750592,48.87583333333333,2.343888888888889,75109,BOUYGUES TELECOM,32.2,34.0,oui,oui,oui
0752750593,48.842222222222226,2.2647222222222223,75116,BOUYGUES TELECOM,28.7,35.8,oui,oui,oui
0752750594,48.83555555555556,2.261388888888889,75116,BOUYGUES TELECOM,27.1,33.0,oui,oui,oui
0752750596,48.82638888888889,2.352777777777778,75113,BOUYGUES TELECOM,35.6,36.0,oui,oui,oui
0752750601,48.88916666666667,2.3077777777777775,75117,BOUYGUES TELECOM,31.0,36.0,oui,oui,oui
0752750602,48.87694444444445,2.3666666666666667,75110,BOUYGUES TELECOM,32.2,35.0,oui,oui,oui
0752750603,48.891666666666666,2.303611111111111,75117,BOUYGUES TELECOM,38.2,44.0,oui,oui,oui
0752750604,48.855000000000004,2.272222222222222,75116,BOUYGUES TELECOM,34.2,35.0,oui,oui,non
0752750610,48.88388888888889,2.301944444444444,75117,BOUYGUES TELECOM,32.0,35.0,oui,oui,oui
0752750612,48.86138888888889,2.3852777777777776,75111,BOUYGUES TELECOM,34.5,37.0,oui,oui,oui
0752750615,48.88055555555555,2.3369444444444447,75109,BOUYGUES TELECOM,32.3,33.0,oui,oui,oui
0752750616,48.876111111111115,2.3497222222222223,75110,BOUYGUES TELECOM,32.0,33.3,oui,oui,oui
0752750617,48.882222222222225,2.358888888888889,75110,BOUYGUES TELECOM,25.7,31.0,oui,oui,oui
0752750619,48.87722222222222,2.3766666666666665,75119,BOUYGUES TELECOM,17.2,18.0,oui,oui,oui
0752750620,48.86638888888889,2.4030555555555555,75120,BOUYGUES TELECOM,33.4,34.4,oui,oui,oui
0752750621,48.874722222222225,2.3975,75120,BOUYGUES TELECOM,26.5,29.4,oui,oui,oui
0752750622,48.83277777777778,2.3291666666666666,75114,BOUYGUES TELECOM,33.8,35.0,oui,oui,oui
0752750625,48.84583333333334,2.2580555555555555,75116,BOUYGUES TELECOM,30.8,34.0,oui,oui,oui
0752750626,48.865,2.2716666666666665,75116,BOUYGUES TELECOM,33.4,38.0,oui,oui,oui
0752750630,48.86388888888889,2.289722222222222,75116,BOUYGUES TELECOM,31.5,33.0,oui,oui,oui
0752750632,48.85138888888889,2.291111111111111,75115,BOUYGUES TELECOM,40.8,43.0,oui,oui,oui
0752750634,48.87583333333333,2.3880555555555554,75119,BOUYGUES TELECOM,28.3,41.0,oui,oui,oui
0752750635,48.84722222222222,2.3088888888888888,75115,BOUYGUES TELECOM,29.6,31.0,oui,oui,non
0752750636,48.84861111111111,2.3030555555555554,75115,BOUYGUES TELECOM,28.4,32.6,oui,oui,oui
0752750637,48.834722222222226,2.283611111111111,75115,BOUYGUES TELECOM,36.8,38.0,oui,oui,oui
0752750640,48.83722222222222,2.32,75114,BOUYGUES TELECOM,31.4,33.0,oui,oui,oui
0752750641,48.82611111111112,2.345555555555556,75113,BOUYGUES TELECOM,37.9,51.0,oui,oui,oui
0752750644,48.85305555555556,2.3630555555555555,75104,BOUYGUES TELECOM,25.8,30.0,oui,oui,oui
0752750648,48.88388888888889,2.338611111111111,75118,BOUYGUES TELECOM,21.4,23.3,oui,oui,oui
0752750650,48.830555555555556,2.292777777777778,75115,BOUYGUES TELECOM,30.5,33.0,oui,oui,oui
0752750657,48.879444444444445,2.3938888888888887,75119,BOUYGUES TELECOM,16.0,20.0,oui,oui,oui
0752750658,48.839444444444446,2.2644444444444445,75116,BOUYGUES TELECOM,29.5,32.0,oui,oui,oui
0752750659,48.83361111111111,2.399722222222222,75112,BOUYGUES TELECOM,34.6,37.0,oui,oui,oui
0752750663,48.87861111111111,2.3569444444444447,75110,BOUYGUES TELECOM,27.5,28.0,oui,oui,oui
0752750666,48.83416666666667,2.290277777777778,75115,BOUYGUES TELECOM,27.7,33.0,oui,oui,oui
0752750671,48.876666666666665,2.3822222222222225,75119,BOUYGUES TELECOM,33.6,42.0,oui,oui,oui
0752750673,48.88333333333333,2.368611111111111,75110,BOUYGUES TELECOM,26.8,31.0,oui,oui,oui
0752750674,48.831944444444446,2.305833333333333,75115,BOUYGUES TELECOM,28.6,32.0,oui,oui,oui
0752750676,48.894444444444446,2.3497222222222223,75118,BOUYGUES TELECOM,26.4,30.0,oui,oui,oui
0752750677,48.84638888888889,2.3291666666666666,75106,BOUYGUES TELECOM,29.5,35.0,oui,oui,oui
0752750678,48.87777777777778,2.352222222222222,75110,BOUYGUES TELECOM,24.0,27.0,oui,oui,oui
0752750680,48.835,2.3694444444444445,75113,BOUYGUES TELECOM,29.5,32.0,oui,oui,oui
0752750682,48.85805555555556,2.397222222222222,75120,BOUYGUES TELECOM,24.9,26.0,oui,oui,oui
0752750684,48.841944444444444,2.319444444444444,75115,BOUYGUES TELECOM,34.9,36.5,oui,oui,oui
0752750685,48.88916666666667,2.3,75117,BOUYGUES TELECOM,32.0,33.7,oui,oui,oui
0752750686,48.85305555555556,2.388611111111111,75111,BOUYGUES TELECOM,29.2,34.0,oui,oui,oui
0752750689,48.8825,2.3891666666666667,75119,BOUYGUES TELECOM,38.4,39.9,oui,oui,oui
0752750692,48.868611111111115,2.3938888888888887,75120,BOUYGUES TELECOM,23.3,27.0,oui,oui,oui
0752750696,48.8725,2.4066666666666667,75120,BOUYGUES TELECOM,35.6,38.0,oui,oui,oui
0752750697,48.863055555555555,2.341388888888889,75101,BOUYGUES TELECOM,32.0,33.0,oui,oui,oui
0752750699,48.88194444444444,2.3049999999999997,75117,BOUYGUES TELECOM,28.7,33.0,oui,oui,oui
0752750705,48.85583333333334,2.3205555555555555,75107,BOUYGUES TELECOM,20.4,26.0,oui,oui,oui
0752750706,48.855555555555554,2.4055555555555554,75120,BOUYGUES TELECOM,37.1,38.0,oui,oui,oui
0752750709,48.823888888888895,2.3211111111111107,75114,BOUYGUES TELECOM,29.4,32.0,oui,oui,oui
0752750710,48.83305555555556,2.315833333333333,75114,BOUYGUES TELECOM,25.0,28.0,oui,oui,oui
0752750711,48.828611111111115,2.3152777777777778,75114,BOUYGUES TELECOM,29.0,30.4,oui,oui,oui
0752750715,48.87694444444445,2.3016666666666663,75108,BOUYGUES TELECOM,33.0,34.0,oui,oui,oui
0752750718,48.865833333333335,2.3872222222222224,75120,BOUYGUES TELECOM,28.9,37.0,oui,oui,oui
0752750719,48.87166666666667,2.376388888888889,75111,BOUYGUES TELECOM,27.2,30.0,oui,oui,oui
0752750723,48.8725,2.3869444444444445,75120,BOUYGUES TELECOM,35.1,38.2,oui,oui,oui
0752750724,48.855555555555554,2.368055555555556,75104,BOUYGUES TELECOM,26.4,30.0,oui,oui,oui
0752750725,48.85416666666667,2.341111111111111,75106,BOUYGUES TELECOM,23.3,25.0,oui,oui,oui
0752750727,48.861111111111114,2.3577777777777778,75103,BOUYGUES TELECOM,26.7,28.0,oui,oui,oui
0752750728,48.86333333333334,2.356388888888889,75103,BOUYGUES TELECOM,23.0,29.0,oui,oui,oui
0752750730,48.863055555555555,2.3469444444444445,75101,BOUYGUES TELECOM,26.4,33.0,oui,oui,oui
0752750733,48.84916666666667,2.3783333333333334,75112,BOUYGUES TELECOM,28.0,29.1,oui,oui,oui
0752750738,48.867222222222225,2.3708333333333336,75111,BOUYGUES TELECOM,28.1,35.0,oui,oui,oui
0752750739,48.82916666666667,2.3736111111111113,75113,BOUYGUES TELECOM,33.1,37.0,oui,oui,oui
0752750740,48.8425,2.3761111111111113,75112,BOUYGUES TELECOM,33.0,36.0,oui,oui,oui
0752750741,48.893055555555556,2.328888888888889,75118,BOUYGUES TELECOM,34.3,35.0,oui,oui,oui
0752750742,48.86027777777778,2.410833333333333,75120,BOUYGUES TELECOM,33.0,37.0,oui,oui,oui
0752750743,48.83305555555556,2.301111111111111,75115,BOUYGUES TELECOM,29.1,33.0,oui,oui,oui
0752750744,48.825833333333335,2.3141666666666665,75114,BOUYGUES TELECOM,41.2,48.0,oui,oui,oui
0752750745,48.85638888888889,2.3858333333333333,75111,BOUYGUES TELECOM,24.3,27.7,oui,oui,oui
0752750746,48.83111111111111,2.3249999999999997,75114,BOUYGUES TELECOM,38.3,39.0,oui,oui,oui
0752750747,48.828611111111115,2.326111111111111,75114,BOUYGUES TELECOM,34.8,42.0,oui,oui,oui
0752750748,48.86944444444445,2.4094444444444445,75120,BOUYGUES TELECOM,28.8,36.0,oui,oui,oui
0752750750,48.876111111111115,2.4119444444444444,75120,BOUYGUES TELECOM,37.2,40.0,oui,oui,oui
0752750753,48.85416666666667,2.3775,75111,BOUYGUES TELECOM,35.3,41.0,oui,oui,oui
0752750754,48.870555555555555,2.3441666666666667,75102,BOUYGUES TELECOM,28.6,28.6,oui,oui,oui
0752750755,48.870555555555555,2.4052777777777776,75120,BOUYGUES TELECOM,30.3,32.0,oui,oui,oui
0752750756,48.861666666666665,2.3205555555555555,75107,BOUYGUES TELECOM,35.9,36.0,oui,oui,oui
0752750758,48.849444444444444,2.3841666666666668,75112,BOUYGUES TELECOM,58.5,62.0,oui,oui,oui
0752750759,48.85527777777778,2.3316666666666666,75106,BOUYGUES TELECOM,50.0,65.0,oui,oui,oui
0752750761,48.865833333333335,2.2766666666666664,75116,BOUYGUES TELECOM,34.5,40.0,oui,non,non
0752750762,48.88111111111111,2.3497222222222223,75109,BOUYGUES TELECOM,29.5,31.0,oui,oui,oui
0752750763,48.87166666666667,2.368055555555556,75110,BOUYGUES TELECOM,26.0,26.0,oui,oui,oui
0752750769,48.849722222222226,2.3400000000000003,75106,BOUYGUES TELECOM,28.8,30.0,oui,oui,oui
0752750771,48.84527777777778,2.3958333333333335,75112,BOUYGUES TELECOM,40.7,42.0,oui,oui,oui
0752750772,48.86694444444444,2.3008333333333333,75108,BOUYGUES TELECOM,30.2,34.0,oui,oui,oui
0752750774,48.87833333333333,2.386388888888889,75119,BOUYGUES TELECOM,27.5,30.1,oui,oui,oui
0752750777,48.86888888888889,2.359166666666667,75110,BOUYGUES TELECOM,25.5,30.0,oui,non,non
0752750780,48.89361111111111,2.3383333333333334,75118,BOUYGUES TELECOM,28.0,29.0,oui,oui,oui
0752750781,48.89833333333333,2.3847222222222224,75119,BOUYGUES TELECOM,38.7,41.3,oui,oui,oui
0752750784,48.84722222222222,2.2916666666666665,75115,BOUYGUES TELECOM,33.3,34.0,oui,oui,oui
0752750785,48.831388888888895,2.3458333333333337,75113,BOUYGUES TELECOM,36.8,37.5,oui,oui,oui
0752750786,48.82833333333333,2.3324999999999996,75114,BOUYGUES TELECOM,31.2,35.0,oui,oui,oui
0752750787,48.89138888888889,2.3805555555555555,75119,BOUYGUES TELECOM,30.0,31.0,oui,oui,oui
0752750788,48.86055555555556,2.37,75111,BOUYGUES TELECOM,27.6,29.3,oui,oui,oui
0752750789,48.83888888888889,2.2869444444444444,75115,BOUYGUES TELECOM,30.3,31.3,oui,oui,oui
0752750790,48.84027777777778,2.298611111111111,75115,BOUYGUES TELECOM,29.0,30.5,oui,oui,oui
0752750791,48.87,2.2849999999999997,75116,BOUYGUES TELECOM,22.0,22.5,oui,oui,non
0752750794,48.87083333333334,2.395277777777778,75120,BOUYGUES TELECOM,23.3,26.3,oui,oui,oui
0752750797,48.87777777777778,2.297222222222222,75117,BOUYGUES TELECOM,29.0,32.0,oui,oui,oui
0752750801,48.852222222222224,2.3294444444444444,75106,BOUYGUES TELECOM,29.4,32.0,oui,oui,oui
0752750802,48.87166666666667,2.4016666666666664,75120,BOUYGUES TELECOM,38.4,40.8,oui,oui,oui
0752750806,48.85166666666667,2.3833333333333333,75111,BOUYGUES TELECOM,33.8,41.0,oui,oui,oui
0752750807,48.862500000000004,2.3775,75111,BOUYGUES TELECOM,30.0,32.0,oui,oui,oui
0752750808,48.86527777777778,2.3930555555555557,75120,BOUYGUES TELECOM,25.9,28.0,oui,oui,oui
0752750810,48.86638888888889,2.281111111111111,75116,BOUYGUES TELECOM,26.5,28.0,oui,oui,oui
0752750820,48.8525,2.3230555555555554,75107,BOUYGUES TELECOM,24.0,25.0,oui,oui,oui
0752750823,48.82416666666667,2.329722222222222,75114,BOUYGUES TELECOM,30.7,32.0,oui,oui,oui
0752750824,48.868611111111115,2.297222222222222,75116,BOUYGUES TELECOM,30.3,31.0,oui,oui,oui
0752750826,48.85583333333334,2.3372222222222225,75106,BOUYGUES TELECOM,25.0,25.7,oui,oui,oui
0752750830,48.87222222222222,2.2905555555555552,75116,BOUYGUES TELECOM,28.8,31.0,oui,oui,oui
0752750860,48.85027777777778,2.2755555555555556,75116,BOUYGUES TELECOM,34.1,35.0,oui,oui,oui
0752750862,48.856944444444444,2.361111111111111,75104,BOUYGUES TELECOM,23.8,29.9,oui,oui,oui
0752750863,48.869166666666665,2.3741666666666665,75111,BOUYGUES TELECOM,24.2,25.0,oui,oui,oui
0752750872,48.84527777777778,2.2725,75116,BOUYGUES TELECOM,35.0,38.0,oui,oui,oui
0752750873,48.83111111111111,2.3877777777777776,75112,BOUYGUES TELECOM,43.0,45.0,oui,oui,oui
0752750881,48.869166666666665,2.346388888888889,75102,BOUYGUES TELECOM,25.0,28.2,oui,oui,oui
0752750882,48.8875,2.352777777777778,75118,BOUYGUES TELECOM,24.5,28.5,oui,oui,oui
0752750884,48.868611111111115,2.3324999999999996,75102,BOUYGUES TELECOM,30.3,42.0,oui,oui,oui
0752750887,48.85333333333333,2.3144444444444443,75107,BOUYGUES TELECOM,24.7,30.0,oui,oui,oui
0752750888,48.89222222222222,2.346388888888889,75118,BOUYGUES TELECOM,31.8,32.0,oui,oui,oui
0752750894,48.88777777777778,2.319722222222222,75117,BOUYGUES TELECOM,25.3,27.0,oui,oui,oui
0752750907,48.856944444444444,2.3786111111111112,75111,BOUYGUES TELECOM,30.4,31.2,oui,oui,oui
0752750913,48.86472222222223,2.368888888888889,75111,BOUYGUES TELECOM,29.2,30.0,oui,oui,oui
0752750914,48.88194444444444,2.293333333333333,75117,BOUYGUES TELECOM,29.8,31.0,oui,oui,oui
0752750915,48.85333333333333,2.3708333333333336,75111,BOUYGUES TELECOM,24.0,25.0,oui,oui,oui
0752750919,48.878055555555555,2.3369444444444447,75109,BOUYGUES TELECOM,29.0,30.0,oui,oui,oui
0752750920,48.86944444444445,2.290277777777778,75116,BOUYGUES TELECOM,25.0,31.0,oui,oui,oui
0752750926,48.837500000000006,2.345277777777778,75113,BOUYGUES TELECOM,28.0,29.0,oui,oui,oui
0752750933,48.84861111111111,2.341388888888889,75106,BOUYGUES TELECOM,6.1,27.1,oui,oui,oui
0752750958,48.847500000000004,2.2469444444444444,75116,BOUYGUES TELECOM,16.9,20.0,oui,oui,oui
0752750964,48.86138888888889,2.3405555555555555,75101,BOUYGUES TELECOM,31.6,33.0,oui,oui,oui
0752750966,48.89,2.3216666666666663,75117,BOUYGUES TELECOM,27.0,28.0,oui,oui,oui
0752750973,48.875277777777775,2.292222222222222,75117,BOUYGUES TELECOM,29.4,32.0,oui,oui,oui
0752750978,48.86833333333333,2.3249999999999997,75101,BOUYGUES TELECOM,26.5,31.0,oui,oui,oui
0752750980,48.871944444444445,2.3377777777777777,75109,BOUYGUES TELECOM,40.0,43.0,oui,oui,oui
0752750984,48.89083333333333,2.328333333333333,75118,BOUYGUES TELECOM,31.5,32.0,oui,oui,oui
0752750986,48.86638888888889,2.3280555555555553,75101,BOUYGUES TELECOM,31.5,36.0,oui,oui,oui
0752750988,48.86694444444444,2.397777777777778,75120,BOUYGUES TELECOM,26.0,29.0,oui,oui,oui
0752750991,48.85527777777778,2.358888888888889,75104,BOUYGUES TELECOM,25.5,28.0,oui,oui,oui
0752750998,48.85722222222223,2.3005555555555555,75107,BOUYGUES TELECOM,28.6,32.0,oui,oui,oui
0752751001,48.886944444444445,2.3002777777777776,75117,BOUYGUES TELECOM,30.0,31.0,oui,oui,oui
0752751011,48.849444444444444,2.335,75106,BOUYGUES TELECOM,25.3,27.0,oui,oui,oui
0752751018,48.88,2.345,75109,BOUYGUES TELECOM,27.4,29.0,oui,oui,oui
0752751030,48.885,2.3344444444444448,75118,BOUYGUES TELECOM,25.5,27.0,oui,oui,oui
0752751035,48.85611111111111,2.3094444444444444,75107,BOUYGUES TELECOM,28.8,31.0,oui,oui,oui
0752751040,48.86944444444445,2.334166666666667,75102,BOUYGUES TELECOM,31.6,32.0,oui,oui,oui
0752751045,48.841944444444444,2.397222222222222,75112,BOUYGUES TELECOM,33.4,35.0,oui,oui,oui
0752751053,48.85638888888889,2.281388888888889,75116,BOUYGUES TELECOM,28.5,30.0,oui,oui,oui
0752751059,48.868611111111115,2.3066666666666666,75108,BOUYGUES TELECOM,30.5,31.5,oui,oui,oui
0752751061,48.83777777777778,2.338611111111111,75114,BOUYGUES TELECOM,25.1,32.0,oui,oui,oui
0752751067,48.85777777777778,2.350277777777778,75104,BOUYGUES TELECOM,25.2,27.0,oui,oui,oui
0752751069,48.84916666666667,2.406111111111111,75120,BOUYGUES TELECOM,31.6,32.0,oui,oui,oui
0752751073,48.84638888888889,2.371111111111111,75112,BOUYGUES TELECOM,36.0,37.0,oui,oui,oui
0752751075,48.85472222222222,2.2824999999999998,75116,BOUYGUES TELECOM,26.3,26.8,oui,oui,oui
0752751077,48.855555555555554,2.292777777777778,75115,BOUYGUES TELECOM,36.6,43.5,oui,oui,oui
0752751080,48.888888888888886,2.3344444444444448,75118,BOUYGUES TELECOM,23.0,25.0,oui,oui,oui
0752751084,48.85388888888889,2.2777777777777777,75116,BOUYGUES TELECOM,31.1,32.0,oui,oui,oui
0752751085,48.84666666666667,2.325833333333333,75106,BOUYGUES TELECOM,25.8,27.0,oui,oui,oui
0752751093,48.845,2.324722222222222,75106,BOUYGUES TELECOM,26.4,27.4,oui,oui,oui
0752751130,48.86694444444444,2.330833333333333,75101,BOUYGUES TELECOM,30.0,30.0,oui,oui,oui
0752751137,48.85138888888889,2.3163888888888886,75107,BOUYGUES TELECOM,21.3,25.0,oui,oui,oui
0752751140,48.85305555555556,2.342777777777778,75106,BOUYGUES TELECOM,4.0,7.0,oui,non,non
0752751144,48.834722222222226,2.3938888888888887,75112,BOUYGUES TELECOM,45.0,46.0,oui,oui,oui
0752751145,48.871944444444445,2.2844444444444445,75116,BOUYGUES TELECOM,30.2,32.1,oui,oui,oui
0752751159,48.871944444444445,2.355277777777778,75110,BOUYGUES TELECOM,33.4,36.0,oui,oui,oui
0752751161,48.86,2.298888888888889,75107,BOUYGUES TELECOM,26.9,28.7,oui,oui,oui
0752751162,48.849444444444444,2.318333333333333,75107,BOUYGUES TELECOM,22.0,22.4,oui,oui,oui
0752751180,48.868611111111115,2.3666666666666667,75110,BOUYGUES TELECOM,26.9,28.0,oui,oui,oui
0752751189,48.87111111111111,2.2766666666666664,75116,BOUYGUES TELECOM,-5.6,0.0,oui,non,non
0752751208,48.879444444444445,2.2849999999999997,75117,BOUYGUES TELECOM,35.7,46.0,oui,oui,oui
0752751231,48.84027777777778,2.379722222222222,75112,BOUYGUES TELECOM,-4.3,7.0,oui,non,non
0752751311,48.8675,2.3644444444444446,75111,BOUYGUES TELECOM,-10.6,0.0,oui,non,non
0752751317,48.86694444444444,2.363888888888889,75103,BOUYGUES TELECOM,-3.2,0.0,oui,non,non
0752751320,48.88861111111111,2.3930555555555557,75119,BOUYGUES TELECOM,-2.2,35.0,oui,non,non
0752751329,48.88361111111111,2.3741666666666665,75119,BOUYGUES TELECOM,25.1,27.0,oui,oui,oui
0752751343,48.85583333333334,2.3827777777777777,75111,BOUYGUES TELECOM,23.9,25.0,oui,oui,oui
0752751345,48.88388888888889,2.343611111111111,75118,BOUYGUES TELECOM,25.7,27.9,oui,oui,oui
0752751347,48.87444444444444,2.328611111111111,75109,BOUYGUES TELECOM,38.4,44.5,oui,oui,oui
0752751348,48.86083333333333,2.2675,75116,BOUYGUES TELECOM,29.3,32.5,oui,oui,oui
0752751350,48.82777777777778,2.3088888888888888,75114,BOUYGUES TELECOM,43.1,47.0,oui,oui,oui
0752751351,48.86611111111111,2.2952777777777778,75116,BOUYGUES TELECOM,27.1,32.0,oui,oui,oui
0752751353,48.88916666666667,2.2963888888888886,75117,BOUYGUES TELECOM,4.8,7.4,oui,oui,oui
0752751364,48.8875,2.3249999999999997,75117,BOUYGUES TELECOM,30.1,31.9,oui,oui,oui
0752751365,48.85527777777778,2.3252777777777776,75107,BOUYGUES TELECOM,32.2,33.0,oui,oui,oui
0752751368,48.873333333333335,2.313611111111111,75108,BOUYGUES TELECOM,10.1,28.0,oui,oui,oui
0752751384,48.88611111111111,2.2925,75117,BOUYGUES TELECOM,3.3,7.0,non,oui,non
0752751388,48.86416666666667,2.3633333333333333,75103,BOUYGUES TELECOM,22.1,30.0,oui,oui,oui
0752751432,48.82944444444445,2.288611111111111,75115,BOUYGUES TELECOM,6.0,10.0,non,oui,oui
0752751437,48.87833333333333,2.3333333333333335,75109,BOUYGUES TELECOM,38.5,39.5,oui,oui,oui
0752751438,48.89361111111111,2.3738888888888887,75119,BOUYGUES TELECOM,26.3,28.0,oui,oui,oui
0752751450,48.865,2.3516666666666666,75102,BOUYGUES TELECOM,26.1,27.0,oui,oui,oui
0752751465,48.87833333333333,2.408333333333333,75119,BOUYGUES TELECOM,4.1,6.0,oui,oui,oui
